pref_code,pref_name,muni_code,muni_name,muni_type,tri,n_wards,ward_codes,population,fraud_count_raw,fraud_count,fraud_count_frac,fraud_any,gini_2019,vrm_mean,tri_mean,elev_sd_m,TRI_pref,TRI_within,TRI_within_z,TRI_pref_z,TRI_z,pref_pop,log_pref_pop,log_pref_pop_z,Gini_z,log_pop,log_pop_z,VRM_pref_z,fraud_rate_per_100k,log_offset,pref_id
01,北海道,01520,幌延町,町,17.962477708824476,1,['01520'],2330,0.0,0,0.0,0,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,-12.675615476798164,-0.7069684424253723,-0.05853338261030163,-0.6011626903015913,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,7.753623546559746,-1.4038289757084965,-0.44945041692694127,0.0,7.753623546559746,0
01,北海道,01543,美幌町,町,17.02485059599898,1,['01543'],19578,0.0,0,0.0,0,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,-13.61324258962366,-0.7592635582517699,-0.05853338261030163,-0.6430376957286501,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,9.882161765821376,-0.0987902462090139,-0.44945041692694127,0.0,9.882161765821376,0
01,北海道,01544,津別町,町,31.10566535857203,1,['01544'],4713,0.0,0,0.0,0,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,0.4675721729493887,0.02607832112267377,-0.05853338261030163,-0.01417981978336054,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,8.45807992692373,-0.9719161957082718,-0.44945041692694127,0.0,8.45807992692373,0
01,北海道,01545,斜里町,町,43.379497308872864,1,['01545'],11610,0.0,0,0.0,0,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,12.741404123250224,0.7106377314627859,-0.05853338261030163,0.533977088756581,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,9.359622074691938,-0.4191671736485272,-0.44945041692694127,0.0,9.359622074691938,0
01,北海道,01546,清里町,町,25.795196609213825,1,['01546'],4110,0.0,0,0.0,0,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,-4.842896576408815,-0.270107203529319,-0.05853338261030163,-0.2513486309853759,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,8.32117830749028,-1.0558526333419018,-0.44945041692694127,0.0,8.32117830749028,0
01,北海道,01547,小清水町,町,12.548646650156408,1,['01547'],4897,0.0,0,0.0,0,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,-18.08944653546623,-1.0089188856292128,-0.05853338261030163,-0.8429477260177003,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,8.496378051702317,-0.948435040589245,-0.44945041692694127,0.0,8.496378051702317,0
01,北海道,01549,訓子府町,町,20.957178927873244,1,['01549'],5000,0.0,0,0.0,0,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,-9.680914257749397,-0.5399422920790176,-0.05853338261030163,-0.4674174859610405,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,8.517193191416238,-0.9356729660158164,-0.44945041692694127,0.0,8.517193191416238,0
01,北海道,01550,置戸町,町,39.86696642357671,1,['01550'],2921,0.0,0,0.0,0,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,9.228873237954073,0.5147302038563948,-0.05853338261030163,0.37710529199160986,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,7.979681302387741,-1.2652295727052427,-0.44945041692694127,0.0,7.979681302387741,0
01,北海道,01518,利尻町,町,38.25932081052903,1,['01518'],2037,0.0,0,0.0,0,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,7.621227624906393,0.4250655467745604,-0.05853338261030163,0.3053068469058096,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,7.619233416226805,-1.4862255816796168,-0.44945041692694127,0.0,7.619233416226805,0
01,北海道,01482,小平町,町,32.659803296901515,1,['01482'],3168,0.0,0,0.0,0,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,2.0217101112788747,0.11275864679097118,-0.05853338261030163,0.055228939532302804,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,8.060855752934316,-1.2154602987262821,-0.44945041692694127,0.0,8.060855752934316,0
01,北海道,01481,増毛町,町,50.57762860310714,1,['01481'],4339,0.0,0,0.0,0,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,19.939535417484496,1.1121055480570115,-0.05853338261030163,0.8554500740059315,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,8.37539918579835,-1.022608999049041,-0.44945041692694127,0.0,8.37539918579835,0
01,北海道,01472,幌加内町,町,29.520160364476304,1,['01472'],1508,0.16666666666666666,0,0.16666666666666666,1,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,-1.1179328211463364,-0.06235146740990181,-0.05853338261030163,-0.08498945116476861,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,7.318539548567902,-1.6705855050612073,-0.44945041692694127,0.0,7.318539548567902,0
01,北海道,01434,秩父別町,町,4.478192271374404,1,['01434'],2424,0.16666666666666666,0,0.16666666666666666,1,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,-26.159900914248237,-1.4590395580554287,-0.05853338261030163,-1.2033791984949935,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,7.793174347189205,-1.3795797862238646,-0.44945041692694127,0.0,7.793174347189205,0
01,北海道,01436,雨竜町,町,31.140373099941904,1,['01436'],2404,0.16666666666666666,0,0.16666666666666666,1,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,0.5022799143192636,0.028014107033920196,-0.05853338261030163,-0.012629750637167925,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,7.784889295655098,-1.3846594756699195,-0.44945041692694127,0.0,7.784889295655098,0
01,北海道,01438,沼田町,町,24.45573880672581,1,['01438'],3131,0.16666666666666666,0,0.16666666666666666,1,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,-6.182354378896829,-0.34481398191438417,-0.05853338261030163,-0.31116964296473065,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,8.049107721326406,-1.2226631932315193,-0.44945041692694127,0.0,8.049107721326406,0
01,北海道,01452,鷹栖町,町,17.393360136048365,1,['01452'],6925,0.0,0,0.0,0,0.276,0.0035529692838426,32.53672623043175,291.77093734295096,30.63809318562264,-13.244733049574275,-0.7387103459817641,-0.05853338261030163,-0.6265798322790861,5304413,15.484049673578143,0.7395278378551027,-0.34818841101718695,8.842893331055539,-0.735981321963438,-0.44945041692694127,0.0,8.842893331055539,0
