pref_code,pref_name,muni_code,muni_name,muni_type,tri
04,宮城県,04213,栗原市,市,20.954572198980735
04,宮城県,04214,東松島市,市,6.838234284864005
04,宮城県,04215,大崎市,市,25.514839077698845
04,宮城県,04216,富谷市,市,10.427323988406673
04,宮城県,04301,蔵王町,町,34.75218269438942
04,宮城県,04302,七ヶ宿町,町,52.26819346782515
04,宮城県,04321,大河原町,町,12.524156888999677
04,宮城県,04322,村田町,町,21.128476729013908
04,宮城県,04323,柴田町,町,16.396615141558502
04,宮城県,04324,川崎町,町,46.05840052168836
04,宮城県,04341,丸森町,町,31.112946282627338
04,宮城県,04361,亘理町,町,6.510179029016024
04,宮城県,04362,山元町,町,13.181491247758942
04,宮城県,04401,松島町,町,11.893109114029375
04,宮城県,04404,七ヶ浜町,町,7.6441462089700085
04,宮城県,04406,利府町,町,14.405517097021644
04,宮城県,04421,大和町,町,26.550722659127103
04,宮城県,04422,大郷町,町,10.566085564963457
04,宮城県,04424,大衡村,村,12.421842227822989
04,宮城県,04444,色麻町,町,22.041019498806648
04,宮城県,04445,加美町,町,29.464195509324384
04,宮城県,04501,涌谷町,町,11.9027185911144
04,宮城県,04505,美里町,町,1.1260062531124946
04,宮城県,04581,女川町,町,44.917226175796365
04,宮城県,04606,南三陸町,町,31.730771674069082
05,秋田県,05201,秋田市,市,29.82178949846168
05,秋田県,05202,能代市,市,19.698921732459976
05,秋田県,05203,横手市,市,24.80406767322957
05,秋田県,05204,大館市,市,40.768435072551945
05,秋田県,05206,男鹿市,市,18.49168908440094
05,秋田県,05207,湯沢市,市,50.838546294120604
05,秋田県,05209,鹿角市,市,42.76172476324208
05,秋田県,05210,由利本荘市,市,31.935220387865915
05,秋田県,05211,潟上市,市,6.1500122701208015
05,秋田県,05212,大仙市,市,22.974423436314456
05,秋田県,05213,北秋田市,市,40.71413262096981
05,秋田県,05214,にかほ市,市,26.66132872447273
05,秋田県,05215,仙北市,市,49.629086470533494
05,秋田県,05303,小坂町,町,36.61592429818279
05,秋田県,05327,上小阿仁村,村,48.88557119588141
05,秋田県,05346,藤里町,町,56.043640199995124
05,秋田県,05348,三種町,町,14.11187476179009
05,秋田県,05349,八峰町,町,50.172319986900234
05,秋田県,05361,五城目町,町,34.64031124138042
05,秋田県,05363,八郎潟町,町,11.270768699658179
05,秋田県,05366,井川町,町,17.871809668574834
05,秋田県,05368,大潟村,村,0.5486079092332827
05,秋田県,05434,美郷町,町,28.855031747574316
05,秋田県,05463,羽後町,町,24.3984044031009
05,秋田県,05464,東成瀬村,村,59.94987127304961
06,山形県,06201,山形市,市,40.624088486655076
06,山形県,06202,米沢市,市,48.82381492482688
06,山形県,06203,鶴岡市,市,48.92514462410756
06,山形県,06204,酒田市,市,35.6087697204506
06,山形県,06205,新庄市,市,33.95816441103637
06,山形県,06206,寒河江市,市,32.060596947415526
06,山形県,06207,上山市,市,44.91594698562573
06,山形県,06208,村山市,市,35.984572011069375
06,山形県,06209,長井市,市,47.19709853314603
06,山形県,06210,天童市,市,22.61293208539328
06,山形県,06211,東根市,市,50.761100169325104
06,山形県,06212,尾花沢市,市,40.34863985489495
06,山形県,06213,南陽市,市,33.56149281739164
06,山形県,06301,山辺町,町,28.782864939970178
06,山形県,06302,中山町,町,13.166580150030908
06,山形県,06321,河北町,町,13.554916086149937
06,山形県,06322,西川町,町,59.58645550174788
06,山形県,06323,朝日町,町,56.04074240367721
06,山形県,06324,大江町,町,43.57284905858983
06,山形県,06341,大石田町,町,21.290909475554916
06,山形県,06361,金山町,町,49.34911206637505
06,山形県,06362,最上町,町,56.6997686238142
06,山形県,06363,舟形町,町,35.20233539645697
06,山形県,06364,真室川町,町,47.05407004055852
06,山形県,06365,大蔵村,村,48.705773246239026
06,山形県,06366,鮭川村,村,28.04801929226923
06,山形県,06367,戸沢村,村,47.04559304311736
06,山形県,06381,高畠町,町,35.693914463861056
06,山形県,06382,川西町,町,14.47668829409626
06,山形県,06401,小国町,町,64.29027365918543
06,山形県,06402,白鷹町,町,40.59259656984424
06,山形県,06403,飯豊町,町,49.73388515048625
06,山形県,06426,三川町,町,0.800648424686143
06,山形県,06428,庄内町,町,40.975307801209794
06,山形県,06461,遊佐町,町,36.580845080855816
07,福島県,07201,福島市,市,39.727702891843194
07,福島県,07202,会津若松市,市,32.64700030534451
07,福島県,07203,郡山市,市,27.535888489914242
07,福島県,07204,いわき市,市,28.814080171910895
07,福島県,07205,白河市,市,20.116868669231863
07,福島県,07207,須賀川市,市,20.55761322770261
07,福島県,07208,喜多方市,市,44.598906283160794
07,福島県,07209,相馬市,市,22.899902915433348
07,福島県,07210,二本松市,市,23.319195843855574
07,福島県,07211,田村市,市,29.524001081877962
07,福島県,07212,南相馬市,市,24.607658647519326
07,福島県,07213,伊達市,市,28.617953859601883
07,福島県,07214,本宮市,市,14.303922374338962
07,福島県,07301,桑折町,町,29.540732672584195
07,福島県,07303,国見町,町,31.87038815349007
07,福島県,07308,川俣町,町,33.53059264115423
07,福島県,07322,大玉村,村,33.703259485805766
07,福島県,07342,鏡石町,町,5.499432521368535
07,福島県,07344,天栄村,村,39.481041839076276
07,福島県,07362,下郷町,町,63.43652666533467
07,福島県,07364,檜枝岐村,村,74.94527016847844
07,福島県,07367,只見町,町,72.22085593050777
07,福島県,07368,南会津町,町,60.22844323719674
07,福島県,07402,北塩原村,村,45.063905944934895
07,福島県,07405,西会津町,町,43.80974569250329
07,福島県,07407,磐梯町,町,39.376415163032945
07,福島県,07408,猪苗代町,町,43.32750555856784
07,福島県,07421,会津坂下町,町,13.350015919023368
07,福島県,07422,湯川村,村,1.1080541480700297
07,福島県,07423,柳津町,町,48.18226041901991
07,福島県,07444,三島町,町,56.83796543274769
07,福島県,07445,金山町,町,64.2168030491379
07,福島県,07446,昭和村,村,46.02462549354106
07,福島県,07447,会津美里町,町,42.436737701355824
07,福島県,07461,西郷村,村,29.591254840541968
07,福島県,07464,泉崎村,村,12.83143975840757
07,福島県,07465,中島村,村,6.00462135541456
07,福島県,07466,矢吹町,町,7.3070108164126735
07,福島県,07481,棚倉町,町,34.19432229267537
07,福島県,07482,矢祭町,町,33.96057794243503
07,福島県,07483,塙町,町,27.365938099348316
07,福島県,07484,鮫川村,村,20.923202296642923
07,福島県,07501,石川町,町,18.673541745704796
07,福島県,07502,玉川村,村,17.135901913427936
07,福島県,07503,平田村,村,19.289325818660114
07,福島県,07504,浅川町,町,15.995145103790403
07,福島県,07505,古殿町,町,37.057298760670925
07,福島県,07521,三春町,町,13.996456453745454
07,福島県,07522,小野町,町,23.910455280140994
07,福島県,07541,広野町,町,26.706837177706266
07,福島県,07542,楢葉町,町,35.14612647469532
07,福島県,07543,富岡町,町,22.61882423306799
07,福島県,07544,川内村,村,30.708216521738596
07,福島県,07545,大熊町,町,24.085749072539034
07,福島県,07546,双葉町,町,16.6737002823324
07,福島県,07547,浪江町,町,34.6430702488193
07,福島県,07548,葛尾村,村,35.66268091307977
07,福島県,07561,新地町,町,15.578131495329602
07,福島県,07564,飯舘村,村,32.131641499919716
08,茨城県,08201,水戸市,市,4.509553292163476
08,茨城県,08202,日立市,市,24.434802400310325
08,茨城県,08203,土浦市,市,6.799819336532179
08,茨城県,08204,古河市,市,2.3506342083286547
08,茨城県,08205,石岡市,市,21.21062055509118
08,茨城県,08207,結城市,市,1.944853952672129
08,茨城県,08208,龍ケ崎市,市,3.4259162774987457
