year,경찰서,살인,강도,절도,폭력,total,lat,lon,tri,province,pop,density,elevation,grdp_per_capita,median_age,young_male_ratio
2020,대전둔산서,5,2,857,1476,2340,36.3582634,127.3804995,218.9177296657289,대전,240666.66666666663,2674.074074074074,59.0,32.1,42.1,0.131
2020,대전유성서,4,2,923,1268,2197,36.3622,127.3561,229.9302394142457,대전,240666.66666666663,2674.074074074074,53.0,32.1,42.1,0.131
2020,울산남부서,4,5,1002,1975,2986,35.535256,129.310444,178.46910514000945,울산,220000.0,1035.7815442561205,24.0,58.3,43.8,0.121
2020,울산중부서,4,3,906,1566,2479,35.569183,129.349743,241.8856621691592,울산,220000.0,1035.7815442561205,11.0,58.3,43.8,0.121
2020,울산울주서,2,1,583,855,1441,35.5694014,129.242581,236.30484545179127,울산,220000.0,1035.7815442561205,28.0,58.3,43.8,0.121
2020,울산동부서,2,5,568,1028,1603,35.5085372,129.4287779,97.46196035040676,울산,220000.0,1035.7815442561205,17.0,58.3,43.8,0.121
2020,울산북부서,0,0,42,81,123,35.596842,129.3704988,277.54180001614,울산,220000.0,1035.7815442561205,46.0,58.3,43.8,0.121
2020,세종남부서,8,2,876,874,1760,36.4809113,127.2926157,187.60156382436384,세종,194000.0,834.4086021505376,22.0,35.8,37.2,0.142
2020,경기수원중부서,5,6,1318,2071,3400,37.2979584,126.996391,170.43508690126893,경기,310363.63636363635,1339.4801373222167,62.0,36.5,41.5,0.132
2020,경기수원남부서,8,1,2202,3082,5293,37.2721431,127.054116,161.2313444646951,경기,310363.63636363635,1339.4801373222167,46.0,36.5,41.5,0.132
2020,경기수원서부서,2,2,1360,1877,3241,37.26,126.9558,167.4952593212527,경기,310363.63636363635,1339.4801373222167,47.0,36.5,41.5,0.132
2020,경기안양동안서,1,2,790,1163,1956,37.3911901,126.9486879,320.0965844133364,경기,310363.63636363635,1339.4801373222167,39.0,36.5,41.5,0.132
2020,경기안양만안서,3,3,1032,1595,2633,37.3873454,126.9259468,278.16049672059404,경기,310363.63636363635,1339.4801373222167,70.0,36.5,41.5,0.132
2020,경기군포서,3,3,711,1002,1719,37.3605147,126.9359811,258.4668563098092,경기,310363.63636363635,1339.4801373222167,62.0,36.5,41.5,0.132
2020,경기성남수정서,7,2,1068,1402,2479,37.4420705,127.126709,286.7907731431624,경기,310363.63636363635,1339.4801373222167,43.0,36.5,41.5,0.132
2020,경기성남중원서,0,6,824,1387,2217,37.4426625,127.1701713,339.6867085283836,경기,310363.63636363635,1339.4801373222167,137.0,36.5,41.5,0.132
2020,경기분당서,5,7,1128,1457,2597,37.3651397,127.1054401,299.00293441393427,경기,310363.63636363635,1339.4801373222167,47.0,36.5,41.5,0.132
2020,경기부천소사서,3,1,918,1237,2159,37.4806467,126.7724798,102.03934739537998,경기,310363.63636363635,1339.4801373222167,62.0,36.5,41.5,0.132
2020,경기부천원미서,6,15,2084,2801,4906,37.5021403,126.7773256,100.09313159655368,경기,310363.63636363635,1339.4801373222167,16.0,36.5,41.5,0.132
2020,경기부천오정서,2,0,558,1067,1627,37.5145039,126.800308,113.06738750042568,경기,310363.63636363635,1339.4801373222167,23.0,36.5,41.5,0.132
2020,경기광명서,3,4,1092,1650,2749,37.4742112,126.8678172,150.47717909646116,경기,310363.63636363635,1339.4801373222167,22.0,36.5,41.5,0.132
2020,경기안산단원서,8,11,1873,3056,4948,37.3217659,126.8292412,117.2096870377128,경기,310363.63636363635,1339.4801373222167,21.0,36.5,41.5,0.132
2020,경기안산상록서,3,5,1140,1770,2918,37.3003,126.8467,128.2731683774876,경기,310363.63636363635,1339.4801373222167,19.0,36.5,41.5,0.132
2020,경기시흥서,13,7,1775,3021,4816,37.38,126.8028,99.16138448771288,경기,310363.63636363635,1339.4801373222167,25.0,36.5,41.5,0.132
2020,경기평택서,11,12,2056,4118,6197,36.9946626,127.0910004,82.25932048536914,경기,310363.63636363635,1339.4801373222167,14.0,36.5,41.5,0.132
2020,경기오산서,2,1,889,1344,2236,37.1498,127.0697,125.22033490831038,경기,310363.63636363635,1339.4801373222167,23.0,36.5,41.5,0.132
2020,경기화성서부서,5,3,950,2013,2971,37.1913216,126.8227771,95.95178112872054,경기,310363.63636363635,1339.4801373222167,44.0,36.5,41.5,0.132
2020,경기용인동부서,5,6,1762,2238,4011,37.2412946,127.1809041,236.6901577809064,경기,310363.63636363635,1339.4801373222167,133.0,36.5,41.5,0.132
2020,경기용인서부서,2,1,827,1061,1891,37.2342,127.0189,122.72703467904834,경기,310363.63636363635,1339.4801373222167,23.0,36.5,41.5,0.132
2020,경기광주서,4,0,809,1887,2700,37.4084013,127.2396448,306.89113869893254,경기,310363.63636363635,1339.4801373222167,89.0,36.5,41.5,0.132
2020,경기과천서,0,0,126,149,275,37.4293426,126.9899759,387.304534534356,경기,310363.63636363635,1339.4801373222167,57.0,36.5,41.5,0.132
2020,경기의왕서,1,0,238,462,701,37.3449,126.9683,286.78029983048106,경기,310363.63636363635,1339.4801373222167,76.0,36.5,41.5,0.132
2020,경기하남서,0,2,822,1132,1956,37.539,127.2142,304.314250692383,경기,310363.63636363635,1339.4801373222167,30.0,36.5,41.5,0.132
2020,경기이천서,1,1,775,1368,2145,37.2719,127.435,165.8869260412873,경기,310363.63636363635,1339.4801373222167,79.0,36.5,41.5,0.132
2020,경기김포서,2,7,1189,1861,3059,37.6153,126.7153,56.67139838640972,경기,310363.63636363635,1339.4801373222167,31.0,36.5,41.5,0.132
2020,경기안성서,6,4,790,1263,2063,37.0003381,127.249115,157.09102799311196,경기,310363.63636363635,1339.4801373222167,24.0,36.5,41.5,0.132
2020,경기여주서,4,2,395,700,1101,37.2933926,127.6349185,114.37069702014531,경기,310363.63636363635,1339.4801373222167,51.0,36.5,41.5,0.132
2020,경기양평서,0,0,312,638,950,37.4883054,127.4904171,497.1427784206991,경기,310363.63636363635,1339.4801373222167,40.0,36.5,41.5,0.132
2020,경기화성동탄서,3,1,951,1941,2896,37.2006,127.0706,116.58139486792304,경기,310363.63636363635,1339.4801373222167,43.0,36.5,41.5,0.132
2020,경기의정부서,11,7,1505,3094,4617,37.7442616,127.0442759,371.2261703334111,경기,310363.63636363635,1339.4801373222167,56.0,36.5,41.5,0.132
2020,경기고양서,5,3,1085,2077,3170,37.6584,126.832,115.89372084546132,경기,310363.63636363635,1339.4801373222167,31.0,36.5,41.5,0.132
2020,경기일산동부서,1,6,634,1360,2001,37.6764,126.7806,52.833191919747634,경기,310363.63636363635,1339.4801373222167,25.0,36.5,41.5,0.132
2020,경기일산서부서,0,1,453,885,1339,37.6764,126.7506,53.8455156054416,경기,310363.63636363635,1339.4801373222167,17.0,36.5,41.5,0.132
2020,경기남양주남부서,5,8,1351,2496,3860,37.636,127.2164,338.907706911487,경기,310363.63636363635,1339.4801373222167,70.0,36.5,41.5,0.132
2020,경기남양주북부서,0,0,0,0,0,37.7003,127.2033,364.30804091461977,경기,310363.63636363635,1339.4801373222167,71.0,36.5,41.5,0.132
2020,경기파주서,8,4,985,1937,2934,37.7535393,126.778601,138.420340472076,경기,310363.63636363635,1339.4801373222167,35.0,36.5,41.5,0.132
2020,경기양주서,5,4,503,1230,1742,37.840955,127.0543368,288.7996370231672,경기,310363.63636363635,1339.4801373222167,86.0,36.5,41.5,0.132
2020,경기동두천서,1,5,266,606,878,37.9034,127.0604,399.61252508826,경기,310363.63636363635,1339.4801373222167,76.0,36.5,41.5,0.132
2020,경기구리서,1,2,621,1076,1700,37.5943,127.1295,170.88405794358425,경기,310363.63636363635,1339.4801373222167,51.0,36.5,41.5,0.132
2020,경기포천서,1,1,415,866,1283,37.8936254,127.2044988,413.3124003913574,경기,310363.63636363635,1339.4801373222167,107.0,36.5,41.5,0.132
2020,경기가평서,0,2,116,419,537,37.8255117,127.5150321,430.2826086783879,경기,310363.63636363635,1339.4801373222167,62.0,36.5,41.5,0.132
2020,경기연천서,3,0,99,195,297,38.0982999,127.0737491,275.3721658554631,경기,310363.63636363635,1339.4801373222167,66.0,36.5,41.5,0.132
2020,강원강릉서,2,8,638,1285,1933,37.7519,128.8761,325.51278863469724,강원,90176.4705882353,91.0981697171381,99.0,31.2,46.5,0.105
2020,강원고성서,1,0,51,134,186,38.3768188,128.4767023,241.8304204224096,강원,90176.4705882353,91.0981697171381,32.0,31.2,46.5,0.105
2020,강원동해서,2,0,184,471,657,37.5249551,129.1165383,235.1080674460493,강원,90176.4705882353,91.0981697171381,32.0,31.2,46.5,0.105
2020,강원삼척서,2,1,137,380,520,37.4462956,129.174107,177.67634446198875,강원,90176.4705882353,91.0981697171381,59.0,31.2,46.5,0.105
2020,강원속초서,1,2,381,893,1277,38.196668,128.5688848,317.8920848573444,강원,90176.4705882353,91.0981697171381,20.0,31.2,46.5,0.105
2020,강원양구서,1,0,48,68,117,38.1055376,127.9910471,520.7953282922014,강원,90176.4705882353,91.0981697171381,201.0,31.2,46.5,0.105
2020,강원영월서,3,1,66,155,225,37.1846143,128.4676,490.95128618068185,강원,90176.4705882353,91.0981697171381,209.0,31.2,46.5,0.105
2020,강원원주서,5,7,1150,1626,2788,37.3481613,127.9579836,452.0949293962359,강원,90176.4705882353,91.0981697171381,134.0,31.2,46.5,0.105
2020,강원인제서,2,0,37,80,119,38.0706646,128.1727969,602.7634362433139,강원,90176.4705882353,91.0981697171381,225.0,31.2,46.5,0.105
2020,강원정선서,0,0,135,181,316,37.3808,128.6608,683.7345933661271,강원,90176.4705882353,91.0981697171381,317.0,31.2,46.5,0.105
2020,강원철원서,1,0,81,118,200,38.1463777,127.3116017,435.7225774229568,강원,90176.4705882353,91.0981697171381,153.0,31.2,46.5,0.105
2020,강원춘천서,6,1,945,1334,2286,37.8702705,127.7236578,404.2182768729438,강원,90176.4705882353,91.0981697171381,81.0,31.2,46.5,0.105
2020,강원태백서,2,0,75,244,321,37.1023747,129.0083793,527.0342780056355,강원,90176.4705882353,91.0981697171381,590.0,31.2,46.5,0.105
2020,강원평창서,0,0,79,208,287,37.369323,128.3893168,494.6363551117315,강원,90176.4705882353,91.0981697171381,305.0,31.2,46.5,0.105
2020,강원홍천서,4,1,178,362,545,37.7071837,127.907886,380.2084367872151,강원,90176.4705882353,91.0981697171381,139.0,31.2,46.5,0.105
2020,강원화천서,1,0,46,107,154,38.1062187,127.7073003,514.2364575840926,강원,90176.4705882353,91.0981697171381,116.0,31.2,46.5,0.105
2020,강원횡성서,2,0,96,160,258,37.4918066,127.9947112,324.58053182182044,강원,90176.4705882353,91.0981697171381,155.0,31.2,46.5,0.105
2020,충북괴산서,2,9,494,255,760,36.8104475,127.7915196,304.3474554099539,충북,132916.66666666666,215.33684352639395,120.0,42.8,44.2,0.115
2020,충북단양서,0,0,85,142,227,36.9855817,128.3650067,603.584852744918,충북,132916.66666666666,215.33684352639395,201.0,42.8,44.2,0.115
2020,충북보은서,0,0,90,125,215,36.4821968,127.7149414,311.37939930879145,충북,132916.66666666666,215.33684352639395,157.0,42.8,44.2,0.115
2020,충북영동서,1,2,91,172,266,36.177972,127.776105,321.764902653577,충북,132916.66666666666,215.33684352639395,126.0,42.8,44.2,0.115
2020,충북옥천서,0,0,81,205,286,36.2987109,127.5683619,380.316216177765,충북,132916.66666666666,215.33684352639395,98.0,42.8,44.2,0.115
2020,충북음성서,0,2,261,573,836,36.9265837,127.6897379,329.4859404575178,충북,132916.66666666666,215.33684352639395,147.0,42.8,44.2,0.115
2020,충북제천서,3,3,373,624,1003,37.1341119,128.1982283,332.93457352041435,충북,132916.66666666666,215.33684352639395,246.0,42.8,44.2,0.115
2020,충북진천서,1,0,233,469,703,36.8562802,127.4454003,210.69202905296515,충북,132916.66666666666,215.33684352639395,70.0,42.8,44.2,0.115
2020,충북청주청원서,2,5,997,1681,2685,36.6511983,127.485539,214.1615390904641,충북,132916.66666666666,215.33684352639395,46.0,42.8,44.2,0.115
2020,충북청주흥덕서,2,2,1228,1637,2869,36.6565007,127.4550551,160.18556957977424,충북,132916.66666666666,215.33684352639395,58.0,42.8,44.2,0.115
2020,충북충주서,4,3,790,871,1668,36.991,127.9259,297.73594155462325,충북,132916.66666666666,215.33684352639395,105.0,42.8,44.2,0.115
2020,충북청주상당서,1,2,986,1173,2162,36.6093854,127.5326389,295.2430615799007,충북,132916.66666666666,215.33684352639395,97.0,42.8,44.2,0.115
2020,충남천안서북서,6,8,1544,1804,3362,36.8577425,127.1367285,141.3811618216701,충남,141333.33333333334,257.7194262095794,45.0,52.4,44.8,0.112
2020,충남천안동남서,2,6,1322,1214,2544,36.7865731,127.1563405,166.73199407927663,충남,141333.33333333334,257.7194262095794,43.0,52.4,44.8,0.112
2020,충남서산서,2,1,589,919,1511,36.7847,126.4503,104.12582007364423,충남,141333.33333333334,257.7194262095794,43.0,52.4,44.8,0.112
2020,충남아산서,7,15,1201,1873,3096,36.7894,127.0017,263.9857098065978,충남,141333.33333333334,257.7194262095794,28.0,52.4,44.8,0.112
2020,충남논산서,5,1,483,609,1098,36.1584308,127.0169865,60.506266939459806,충남,141333.33333333334,257.7194262095794,9.0,52.4,44.8,0.112
2020,충남공주서,1,0,277,466,744,36.4467,127.119,241.38593166712528,충남,141333.33333333334,257.7194262095794,38.0,52.4,44.8,0.112
2020,충남보령서,2,2,316,478,798,36.3515392,126.5967112,226.069209599477,충남,141333.33333333334,257.7194262095794,12.0,52.4,44.8,0.112
2020,충남당진서,3,3,525,768,1299,36.8941922,126.6402322,122.17539760249348,충남,141333.33333333334,257.7194262095794,70.0,52.4,44.8,0.112
2020,충남홍성서,0,1,328,354,683,36.5883744,126.6579422,156.0057436661503,충남,141333.33333333334,257.7194262095794,55.0,52.4,44.8,0.112
2020,충남예산서,1,0,297,293,591,36.6804024,126.8472902,182.33387649800767,충남,141333.33333333334,257.7194262095794,38.0,52.4,44.8,0.112
2020,충남부여서,2,0,242,206,450,36.2753229,126.9026589,129.85258633066255,충남,141333.33333333334,257.7194262095794,16.0,52.4,44.8,0.112
2020,충남서천서,1,0,134,180,315,36.0097096,126.6919951,50.41621273055755,충남,141333.33333333334,257.7194262095794,7.0,52.4,44.8,0.112
2020,충남금산서,1,1,119,178,299,36.1037167,127.5036315,292.8149799228066,충남,141333.33333333334,257.7194262095794,167.0,52.4,44.8,0.112
2020,충남청양서,0,1,68,80,149,36.4592,126.8022,272.27044696490657,충남,141333.33333333334,257.7194262095794,115.0,52.4,44.8,0.112
2020,충남태안서,2,1,178,246,427,36.7456,126.2978,143.0898498429628,충남,141333.33333333334,257.7194262095794,47.0,52.4,44.8,0.112
2020,전북고창서,1,0,139,256,396,35.441401,126.6951615,280.0014167938555,전북,117066.66666666669,217.62300161110423,53.0,28.9,46.8,0.106
2020,전북군산서,3,2,1014,1513,2532,35.9675,126.7369,57.82544369591093,전북,117066.66666666669,217.62300161110423,26.0,28.9,46.8,0.106
2020,전북김제서,4,0,216,420,640,35.798031,126.8968826,25.49493256128127,전북,117066.66666666669,217.62300161110423,20.0,28.9,46.8,0.106
2020,전북남원서,3,4,208,344,559,35.4141793,127.3728919,337.38012292659084,전북,117066.66666666669,217.62300161110423,110.0,28.9,46.8,0.106
2020,전북무주서,0,0,51,74,125,36.0038834,127.6701917,477.0773214428938,전북,117066.66666666669,217.62300161110423,204.0,28.9,46.8,0.106
2020,전북부안서,0,1,127,220,348,35.7317623,126.7212646,77.95433349920798,전북,117066.66666666669,217.62300161110423,14.0,28.9,46.8,0.106
2020,전북순창서,0,1,57,87,145,35.3772318,127.1366138,282.50515889280484,전북,117066.66666666669,217.62300161110423,95.0,28.9,46.8,0.106
2020,전북완주서,3,0,189,316,508,35.9273449,127.1672517,226.98381795892428,전북,117066.66666666669,217.62300161110423,30.0,28.9,46.8,0.106
2020,전북익산서,4,0,1081,1412,2497,35.9538784,126.9398534,47.15417275566401,전북,117066.66666666669,217.62300161110423,15.0,28.9,46.8,0.106
2020,전북임실서,0,0,36,73,109,35.6137978,127.2881258,263.19417640023585,전북,117066.66666666669,217.62300161110423,244.0,28.9,46.8,0.106
2020,전북장수서,0,0,29,68,97,35.6469414,127.5165461,577.136423039217,전북,117066.66666666669,217.62300161110423,416.0,28.9,46.8,0.106
2020,전북전주덕진서,5,5,1077,1403,2490,35.8468,127.1197,140.35659906073406,전북,117066.66666666669,217.62300161110423,40.0,28.9,46.8,0.106
2020,전북전주완산서,3,5,1114,1676,2798,35.8012,127.1081,250.5261880419606,전북,117066.66666666669,217.62300161110423,59.0,28.9,46.8,0.106
2020,전북정읍서,4,1,358,540,903,35.5675486,126.8576,257.0547981094196,전북,117066.66666666669,217.62300161110423,42.0,28.9,46.8,0.106
2020,전북진안서,3,0,48,53,104,35.7914913,127.4259426,326.7753242709963,전북,117066.66666666669,217.62300161110423,297.0,28.9,46.8,0.106
2020,전남목포서,0,5,1108,1716,2829,34.7985011,126.3970888,93.74131014801078,전남,81681.81818181818,145.6830158086745,3.0,35.2,49.2,0.095
2020,전남여수서,6,4,850,1482,2342,34.7408602,127.7404743,201.45495096250963,전남,81681.81818181818,145.6830158086745,26.0,35.2,49.2,0.095
2020,전남순천서,4,0,909,1479,2392,34.9717739,127.4819089,384.0658584949449,전남,81681.81818181818,145.6830158086745,29.0,35.2,49.2,0.095
2020,전남나주서,3,2,415,462,882,35.0159,126.7109,117.54779095597684,전남,81681.81818181818,145.6830158086745,46.0,35.2,49.2,0.095
2020,전남광양서,2,1,407,732,1142,34.9632359,127.6018901,237.722979821012,전남,81681.81818181818,145.6830158086745,10.0,35.2,49.2,0.095
2020,전남고흥서,0,0,161,310,471,34.6112308,127.2844601,204.59666851963377,전남,81681.81818181818,145.6830158086745,36.0,35.2,49.2,0.095
2020,전남해남서,3,0,173,307,483,34.5656663,126.6072349,265.7193422611048,전남,81681.81818181818,145.6830158086745,44.0,35.2,49.2,0.095
2020,전남장흥서,1,0,122,231,354,34.6789114,126.897836,304.39520263056136,전남,81681.81818181818,145.6830158086745,40.0,35.2,49.2,0.095
2020,전남보성서,1,1,101,146,249,34.7700542,127.0819945,309.93722554222506,전남,81681.81818181818,145.6830158086745,151.0,35.2,49.2,0.095
2020,전남영광서,3,0,138,242,383,35.2778215,126.5124219,144.04341637281811,전남,81681.81818181818,145.6830158086745,40.0,35.2,49.2,0.095
2020,전남화순서,1,0,151,211,363,35.0624327,126.9848561,439.5369438452404,전남,81681.81818181818,145.6830158086745,79.0,35.2,49.2,0.095
2020,전남함평서,1,0,87,124,212,35.0653743,126.5154604,159.9845011015982,전남,81681.81818181818,145.6830158086745,31.0,35.2,49.2,0.095
2020,전남영암서,1,0,219,257,477,34.7977664,126.699009,350.69667920896273,전남,81681.81818181818,145.6830158086745,34.0,35.2,49.2,0.095
2020,전남장성서,1,0,117,141,259,35.2997387,126.7823218,312.6262690699582,전남,81681.81818181818,145.6830158086745,48.0,35.2,49.2,0.095
2020,전남강진서,0,0,117,191,308,34.6422987,126.7679336,368.34181452254825,전남,81681.81818181818,145.6830158086745,30.0,35.2,49.2,0.095
2020,전남담양서,3,0,107,155,265,35.3098133,126.982982,333.1217492232118,전남,81681.81818181818,145.6830158086745,52.0,35.2,49.2,0.095
2020,전남곡성서,0,0,53,78,131,35.2838408,127.2990176,545.9476440387449,전남,81681.81818181818,145.6830158086745,61.0,35.2,49.2,0.095
2020,전남완도서,0,0,161,307,468,34.3362964,126.7304753,160.78119731304847,전남,81681.81818181818,145.6830158086745,23.0,35.2,49.2,0.095
2020,전남무안서,0,1,278,293,572,34.9869694,126.4768868,140.5306182695643,전남,81681.81818181818,145.6830158086745,26.0,35.2,49.2,0.095
2020,전남진도서,1,0,96,155,252,34.4867,126.2633,169.65033333315475,전남,81681.81818181818,145.6830158086745,21.0,35.2,49.2,0.095
2020,전남구례서,1,0,68,111,180,35.2091306,127.4649716,638.5471103808667,전남,81681.81818181818,145.6830158086745,45.0,35.2,49.2,0.095
2020,경북경주서,2,1,885,1107,1995,35.8455669,129.2114096,284.8205791934423,경북,106958.33333333331,134.87101350286343,44.0,38.5,47.5,0.102
2020,경북포항북부서,4,2,800,1284,2090,36.0322,129.365,159.3685846273495,경북,106958.33333333331,134.87101350286343,6.0,38.5,47.5,0.102
2020,경북포항남부서,3,4,1152,1104,2263,35.9786,129.3928,196.27230367536484,경북,106958.33333333331,134.87101350286343,70.0,38.5,47.5,0.102
2020,경북구미서,4,5,1788,1795,3592,36.1194,128.3444,292.9249953437232,경북,106958.33333333331,134.87101350286343,64.0,38.5,47.5,0.102
2020,경북경산서,1,0,1016,1363,2380,35.8225298,128.7448852,332.379238204774,경북,106958.33333333331,134.87101350286343,68.0,38.5,47.5,0.102
2020,경북안동서,4,1,443,1078,1526,36.5617239,128.720201,217.8956412479347,경북,106958.33333333331,134.87101350286343,96.0,38.5,47.5,0.102
2020,경북김천서,1,0,432,876,1309,36.1269198,128.1825462,236.22402842714897,경북,106958.33333333331,134.87101350286343,74.0,38.5,47.5,0.102
2020,경북영주서,1,1,216,426,644,36.8203795,128.6095648,198.7953708027457,경북,106958.33333333331,134.87101350286343,187.0,38.5,47.5,0.102
2020,경북영천서,3,0,380,541,924,35.9527247,128.9066744,137.9709739883817,경북,106958.33333333331,134.87101350286343,122.0,38.5,47.5,0.102
2020,경북상주서,1,1,342,368,712,36.415451,128.1638358,299.5169913982325,경북,106958.33333333331,134.87101350286343,60.0,38.5,47.5,0.102
2020,경북문경서,0,0,166,306,472,36.5882227,128.1802828,249.0945577592828,경북,106958.33333333331,134.87101350286343,95.0,38.5,47.5,0.102
2020,경북칠곡서,2,1,344,516,863,36.0090593,128.3862327,350.5707957057819,경북,106958.33333333331,134.87101350286343,44.0,38.5,47.5,0.102
2020,경북의성서,0,0,111,211,322,36.3528,128.6969,198.95733299005607,경북,106958.33333333331,134.87101350286343,99.0,38.5,47.5,0.102
2020,경북청도서,0,0,83,210,293,35.6537562,128.7501768,555.2471866384006,경북,106958.33333333331,134.87101350286343,78.0,38.5,47.5,0.102
2020,경북영덕서,1,0,157,197,355,36.415,129.3656,264.2221960431054,경북,106958.33333333331,134.87101350286343,30.0,38.5,47.5,0.102
2020,경북울진서,1,0,91,220,312,36.984799,129.3978276,173.2926353583234,경북,106958.33333333331,134.87101350286343,9.0,38.5,47.5,0.102
2020,경북봉화서,0,0,39,117,156,36.8890075,128.7401567,230.7023667193056,경북,106958.33333333331,134.87101350286343,197.0,38.5,47.5,0.102
2020,경북예천서,1,0,88,206,295,36.6572312,128.451646,236.109229153417,경북,106958.33333333331,134.87101350286343,96.0,38.5,47.5,0.102
2020,경북성주서,0,1,89,193,283,35.9215157,128.292886,276.83467593379964,경북,106958.33333333331,134.87101350286343,35.0,38.5,47.5,0.102
2020,경북청송서,1,0,74,162,237,36.4378447,129.0530761,360.6924452084633,경북,106958.33333333331,134.87101350286343,209.0,38.5,47.5,0.102
2020,경북영양서,0,0,41,76,117,36.6620491,129.1282787,266.97194840347964,경북,106958.33333333331,134.87101350286343,242.0,38.5,47.5,0.102
2020,경북군위서,0,0,53,79,132,36.2350493,128.566882,250.18717150837983,경북,106958.33333333331,134.87101350286343,89.0,38.5,47.5,0.102
2020,경북고령서,0,0,74,123,197,35.7348004,128.271482,317.60650004816773,경북,106958.33333333331,134.87101350286343,30.0,38.5,47.5,0.102
2020,경북울릉서,0,0,7,33,40,37.4844,130.9058,365.39445085405646,경북,106958.33333333331,134.87101350286343,41.0,38.5,47.5,0.102
2020,경남창원중부서,3,2,971,1213,2189,35.2284859,128.6859968,500.1316874481982,경남,141217.39130434784,308.1886326975994,36.0,33.8,44.8,0.114
2020,경남창원서부서,3,8,955,1141,2107,35.2278,128.5978,454.23152712878345,경남,141217.39130434784,308.1886326975994,44.0,33.8,44.8,0.114
2020,경남마산중부서,3,2,521,761,1287,35.1921966,128.5640858,426.1418066616328,경남,141217.39130434784,308.1886326975994,16.0,33.8,44.8,0.114
2020,경남마산동부서,5,2,845,1329,2181,35.2382086,128.5902728,429.9048710705279,경남,141217.39130434784,308.1886326975994,29.0,33.8,44.8,0.114
2020,경남진주서,5,8,2051,1892,3956,35.1932373,128.0816881,149.14721004651054,경남,141217.39130434784,308.1886326975994,36.0,33.8,44.8,0.114
2020,경남김해중부서,6,3,1548,1717,3274,35.2265764,128.8792892,312.7881350309916,경남,141217.39130434784,308.1886326975994,6.0,33.8,44.8,0.114
2020,경남김해서부서,7,1,893,1047,1948,35.1899095,128.7978647,521.0978956429612,경남,141217.39130434784,308.1886326975994,44.0,33.8,44.8,0.114
2020,경남양산서,6,7,1340,1657,3010,35.338154,129.016436,587.4497683795516,경남,141217.39130434784,308.1886326975994,16.0,33.8,44.8,0.114
2020,경남거제서,9,0,828,1473,2310,34.8986099,128.6866328,297.2851954572332,경남,141217.39130434784,308.1886326975994,38.0,33.8,44.8,0.114
2020,경남진해서,3,2,609,758,1372,35.1561489,128.7044897,440.00205205699217,경남,141217.39130434784,308.1886326975994,36.0,33.8,44.8,0.114
2020,경남통영서,0,2,466,917,1385,34.8829755,128.4197268,213.5369368616864,경남,141217.39130434784,308.1886326975994,7.0,33.8,44.8,0.114
2020,경남사천서,8,0,407,650,1065,34.933162,128.0808055,295.18795278277867,경남,141217.39130434784,308.1886326975994,20.0,33.8,44.8,0.114
2020,경남밀양서,0,0,314,480,794,35.4691678,128.7609348,401.58001366886026,경남,141217.39130434784,308.1886326975994,7.0,33.8,44.8,0.114
2020,경남거창서,0,0,160,227,387,35.6861403,127.9090204,502.70982495773904,경남,141217.39130434784,308.1886326975994,204.0,33.8,44.8,0.114
2020,경남합천서,0,1,60,178,239,35.5656,128.1658,350.2817280671783,경남,141217.39130434784,308.1886326975994,38.0,33.8,44.8,0.114
2020,경남창녕서,0,1,109,181,291,35.5405904,128.5007471,320.3076357785722,경남,141217.39130434784,308.1886326975994,94.0,33.8,44.8,0.114
2020,경남고성서,1,0,169,306,476,34.9758601,128.332299,330.5307432323085,경남,141217.39130434784,308.1886326975994,16.0,33.8,44.8,0.114
2020,경남하동서,0,0,84,138,222,35.0678509,127.7485318,503.909656676024,경남,141217.39130434784,308.1886326975994,15.0,33.8,44.8,0.114
2020,경남남해서,1,1,78,128,208,34.8393689,127.8932652,460.321649620041,경남,141217.39130434784,308.1886326975994,33.0,33.8,44.8,0.114
2020,경남함양서,1,2,58,124,185,35.5195811,127.7251531,586.0556642452967,경남,141217.39130434784,308.1886326975994,172.0,33.8,44.8,0.114
2020,경남산청서,0,0,64,111,175,35.4164159,127.874492,650.9870390456297,경남,141217.39130434784,308.1886326975994,104.0,33.8,44.8,0.114
2020,경남함안서,2,0,123,208,333,35.2784658,128.4106453,286.6405082768346,경남,141217.39130434784,308.1886326975994,18.0,33.8,44.8,0.114
2020,경남의령서,0,0,61,109,170,35.3211789,128.2615195,318.1593393237334,경남,141217.39130434784,308.1886326975994,25.0,33.8,44.8,0.114
2020,제주서귀포서,5,3,1147,1334,2489,33.256078,126.5085446,370.5862566321068,제주,225333.3333333333,365.4054054054054,141.0,28.5,42.5,0.118
2020,제주동부서,5,6,1121,2145,3277,33.5028151,126.5360159,212.51243864151616,제주,225333.3333333333,365.4054054054054,65.0,28.5,42.5,0.118
2020,제주서부서,3,5,1134,1831,2973,33.4737656,126.4058286,227.91104679427443,제주,225333.3333333333,365.4054054054054,50.0,28.5,42.5,0.118
2021,서울중부서,4,3,765,945,1717,37.563626,126.9898061,197.5911741708568,서울,127000.0,12751.0,57.0,125.0,47.2,0.105
2021,서울종로서,3,2,513,815,1333,37.5755363,126.9848812,223.4923501602416,서울,143000.0,5981.0,41.0,98.0,46.5,0.108
2021,서울남대문서,2,3,514,464,983,37.5490098,126.9685671,165.8704076812609,서울,127000.0,12751.0,39.0,125.0,47.2,0.105
2021,서울서대문서,3,2,1027,1109,2141,37.5490098,126.9685671,165.8704076812609,서울,302000.0,17149.0,39.0,47.2,43.5,0.128
