발생년도,경찰서,살인,강도,절도,폭력,tri,elevation,elev_std,elev_range,crime_name,lat,lon,province,log_tri,tri_within,total_crime,province_full,province_pop,province_area,province_density,n_stations,station_pop_estimate,log_pop,theft_rate,violence_rate,total_rate,district_pop,district_density,district_matched,final_pop,final_density,grdp_pc,median_age,young_male_ratio,unemployment,elderly_ratio
2024,대구수성서,8,0,1011,1414,370.573929120097,59.0,167.70868861558418,715.0,대구수성서,35.8581928,128.6317649,대구,5.917747846028779,1.6481631206460252,2433,대구광역시,2353000,883,2664.779161947905,11,213909.0909090909,12.27330639491113,472.63068423289417,661.0284742881428,1137.3990650233743,,,False,213909.0909090909,2664.779161947905,26.5,45.2,0.112,3.3,0.195
2024,대구달서서,4,0,975,911,321.6088435923253,51.0,182.1222700879899,732.0,대구달서서,35.8285,128.5328,대구,5.776440578806764,0.6951687297738495,1890,대구광역시,2353000,883,2664.779161947905,11,213909.0909090909,12.27330639491113,455.8011049723757,425.8818529536762,883.5529111772206,,,False,213909.0909090909,2664.779161947905,26.5,45.2,0.112,3.3,0.195
2024,대구성서서,4,1,987,1270,239.63792626375127,38.0,132.41788614324244,615.0,대구성서서,35.853031,128.508901,대구,5.483293423136874,-0.9002093561986856,2262,대구광역시,2353000,883,2664.779161947905,11,213909.0909090909,12.27330639491113,461.41096472588185,593.7101572460689,1057.4585635359117,,,False,213909.0909090909,2664.779161947905,26.5,45.2,0.112,3.3,0.195
2024,대구달성서,4,0,907,778,239.63792626375127,38.0,132.41788614324244,615.0,대구달성서,35.853031,128.508901,대구,5.483293423136874,-0.9002093561986856,1689,대구광역시,2353000,883,2664.779161947905,11,213909.0909090909,12.27330639491113,424.0118997025075,363.70590735231616,789.5877603059924,,,False,213909.0909090909,2664.779161947905,26.5,45.2,0.112,3.3,0.195
2024,대구강북서,2,1,692,785,292.1299794697976,45.0,182.22675978826337,819.0,대구강북서,35.943408,128.5656383,대구,5.680616126586484,0.1214294652499838,1480,대구광역시,2353000,883,2664.779161947905,11,213909.0909090909,12.27330639491113,323.50191245218866,366.9783255418615,691.8827029324267,,,False,213909.0909090909,2664.779161947905,26.5,45.2,0.112,3.3,0.195
2024,대구군위서,0,0,93,79,219.9780012440859,106.0,61.19347984310617,252.0,대구군위서,36.2428,128.5728,대구,5.398063154681167,-1.282845229633078,172,대구광역시,2353000,883,2664.779161947905,11,213909.0909090909,12.27330639491113,43.476413089672754,36.93157671058224,80.407989800255,,,False,213909.0909090909,2664.779161947905,26.5,45.2,0.112,3.3,0.195
2024,인천중부서,6,4,1013,1209,43.23144476746159,9.0,42.050821691594464,238.0,인천중부서,37.5306712,126.3387889,인천,3.789435956222662,-1.0154208607431348,2232,인천광역시,2989000,1063,2811.8532455315144,10,298900.0,12.60786434827203,338.90933422549347,404.4831047172967,746.7380394780863,,,False,298900.0,2811.8532455315144,31.2,42.8,0.125,3.4,0.163
2024,인천미추홀서,14,8,1444,2395,52.662867998139646,10.0,29.24843264819779,180.0,인천미추홀서,37.4427187,126.6536509,인천,3.982721291167783,-0.8425178127730595,3861,인천광역시,2989000,1063,2811.8532455315144,10,298900.0,12.60786434827203,483.1047172967548,801.2713282034125,1291.7363666778183,,,False,298900.0,2811.8532455315144,31.2,42.8,0.125,3.4,0.163
2024,인천남동서,6,3,814,1337,66.6015050305295,16.0,24.99355198053223,132.0,인천남동서,37.4418873,126.7074578,인천,4.213630246566313,-0.5869855597394413,2160,인천광역시,2989000,1063,2811.8532455315144,10,298900.0,12.60786434827203,272.3318835731014,447.3067915690866,722.6497156239545,,,False,298900.0,2811.8532455315144,31.2,42.8,0.125,3.4,0.163
2024,인천부평서,2,6,1050,1104,127.92429617937304,14.0,37.831157317133,252.0,인천부평서,37.5081882,126.7191237,인천,4.859225380774346,0.537224142268081,2162,인천광역시,2989000,1063,2811.8532455315144,10,298900.0,12.60786434827203,351.288056206089,369.35429909668784,723.3188357310137,,,False,298900.0,2811.8532455315144,31.2,42.8,0.125,3.4,0.163
2024,인천서부서,8,6,1357,2122,86.74025431092818,35.0,29.22498904633535,130.0,인천서부서,37.5444258,126.6784138,인천,4.474380794194412,-0.2177887749360776,3493,인천광역시,2989000,1063,2811.8532455315144,10,298900.0,12.60786434827203,453.9979926396788,709.9364335898294,1168.6182669789227,,,False,298900.0,2811.8532455315144,31.2,42.8,0.125,3.4,0.163
2024,인천계양서,4,1,825,1152,108.16332744290212,9.0,33.76911754550095,204.0,인천계양서,37.5375,126.7375,인천,4.692845177630072,0.1749530786322749,1982,인천광역시,2989000,1063,2811.8532455315144,10,298900.0,12.60786434827203,276.01204416192707,385.413181666109,663.0980260956842,,,False,298900.0,2811.8532455315144,31.2,42.8,0.125,3.4,0.163
2024,인천강화서,1,0,168,312,231.71184512167807,15.0,60.39622259465988,310.0,인천강화서,37.747,126.4878,인천,5.449800971985137,2.439925687364343,481,인천광역시,2989000,1063,2811.8532455315144,10,298900.0,12.60786434827203,56.20608899297424,104.38273670123787,160.92338574774172,,,False,298900.0,2811.8532455315144,31.2,42.8,0.125,3.4,0.163
2024,인천연수서,7,2,1185,1364,65.08103603249323,15.0,24.19790249147733,128.0,인천연수서,37.4103056,126.6807106,인천,4.190881807547644,-0.6148597964982531,2558,인천광역시,2989000,1063,2811.8532455315144,10,298900.0,12.60786434827203,396.4536634325861,456.3399130143861,855.8046169287387,,,False,298900.0,2811.8532455315144,31.2,42.8,0.125,3.4,0.163
2024,인천삼산서,5,2,1091,1590,119.6635862148686,13.0,32.67036642822496,157.0,인천삼산서,37.5110261,126.7323711,인천,4.793006394225739,0.3857833791588949,2688,인천광역시,2989000,1063,2811.8532455315144,10,298900.0,12.60786434827203,365.00501840080295,531.9504851120777,899.2974238875878,,,False,298900.0,2811.8532455315144,31.2,42.8,0.125,3.4,0.163
2024,인천논현서,2,1,426,871,84.42063923352931,15.0,33.83131901986664,170.0,인천논현서,37.4036421,126.7154145,인천,4.447587748802896,-0.2603134827336272,1300,인천광역시,2989000,1063,2811.8532455315144,10,298900.0,12.60786434827203,142.52258280361326,291.40180662428907,434.9280695884911,,,False,298900.0,2811.8532455315144,31.2,42.8,0.125,3.4,0.163
2024,광주동부서,1,0,560,669,300.8896469215418,52.0,164.19554718935424,912.0,광주동부서,35.1492,126.9198514,광주,5.710061543052701,0.8187965485155844,1230,광주광역시,1431000,501,2856.2874251497005,5,286200.0,12.564446146104489,195.66736547868624,233.75262054507337,429.7693920335429,,,False,286200.0,2856.2874251497005,28.4,42.5,0.127,2.8,0.168
2024,광주서부서,4,7,1246,1634,130.29734357836753,18.0,67.40500606223293,303.0,광주서부서,35.1508087,126.8420112,광주,4.877464549408486,-0.8919045064051948,2891,광주광역시,1431000,501,2856.2874251497005,5,286200.0,12.564446146104489,435.3598881900769,570.9294199860238,1010.1327742837176,,,False,286200.0,2856.2874251497005,28.4,42.5,0.127,2.8,0.168
2024,광주북부서,5,3,1878,1437,197.0499112533593,40.0,157.1327276588455,896.0,광주북부서,35.1866434,126.8989923,광주,5.288519075965626,-0.2225091954657563,3323,광주광역시,1431000,501,2856.2874251497005,5,286200.0,12.564446146104489,656.1844863731657,502.09643605870025,1161.076170510133,,,False,286200.0,2856.2874251497005,28.4,42.5,0.127,2.8,0.168
2024,광주광산서,4,7,1657,1814,123.81343380920508,21.0,50.37797993839544,217.0,광주광산서,35.1395,126.7942,광주,4.826820092844232,-0.956925208187994,3482,광주광역시,1431000,501,2856.2874251497005,5,286200.0,12.564446146104489,578.9657582110412,633.8225017470301,1216.6317260656883,,,False,286200.0,2856.2874251497005,28.4,42.5,0.127,2.8,0.168
2024,광주남부서,2,1,758,697,344.1430821708073,84.0,163.3126215137061,1049.0,광주남부서,35.1228351,126.9205298,광주,5.843959061984135,1.2525423615433606,1458,광주광역시,1431000,501,2856.2874251497005,5,286200.0,12.564446146104489,264.84975541579314,243.53598881900768,509.4339622641509,,,False,286200.0,2856.2874251497005,28.4,42.5,0.127,2.8,0.168
2024,대전중부서,0,1,1168,1542,252.82995085099867,58.0,80.12500711848287,444.0,대전중부서,36.326847,127.423574,대전,5.536664557974901,0.2806601412164394,2711,대전광역시,1444000,540,2674.074074074074,6,240666.66666666663,12.391168129206854,485.3185595567867,640.7202216066482,1126.454293628809,,,False,240666.66666666663,2674.074074074074,32.1,42.1,0.131,3.1,0.161
2024,대전동부서,7,5,1024,1253,288.41228802902737,60.0,101.11928847380184,477.0,대전동부서,36.3216751,127.440735,대전,5.667852273658882,1.5683125804404014,2289,대전광역시,1444000,540,2674.074074074074,6,240666.66666666663,12.391168129206854,425.48476454293626,520.6371191135735,951.1080332409972,,,False,240666.66666666663,2674.074074074074,32.1,42.1,0.131,3.1,0.161
2024,대전서부서,5,2,953,1102,218.75056285073447,77.0,90.3669566919174,335.0,대전서부서,36.3086937,127.3729363,대전,5.39249309788503,-0.9526036229439552,2062,대전광역시,1444000,540,2674.074074074074,6,240666.66666666663,12.391168129206854,395.983379501385,457.8947368421053,856.7867036011081,,,False,240666.66666666663,2674.074074074074,32.1,42.1,0.131,3.1,0.161
2024,대전대덕서,2,1,540,809,261.6052107236299,67.0,89.1436848879557,422.0,대전대덕서,36.3715359,127.4293652,대전,5.570651804488395,0.5982189548290244,1352,대전광역시,1444000,540,2674.074074074074,6,240666.66666666663,12.391168129206854,224.37673130193903,336.14958448753464,561.7728531855955,,,False,240666.66666666663,2674.074074074074,32.1,42.1,0.131,3.1,0.161
